gauge_id,q_mean,runoff_ratio,flow_period_start,flow_period_end,flow_perc_complete,slope_fdc,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
DE214260,0.46,0.26,2010-02-26,2020-12-31,15.495999999999999,2.6,137.3,0.05,1.37,10.5,2.5,73.69,8.1,0.0
DE214270,0.54,0.29,1973-11-01,2020-12-31,67.377,2.09,150.2,0.11,1.55,8.2,2.07,13.5,5.86,0.0
DE214280,0.54,0.28,1951-01-01,2020-12-31,99.988,1.97,154.59,0.11,1.57,7.65,2.0,16.59,6.43,0.0
DE214290,0.5,0.26,1954-11-01,2020-12-31,94.524,1.41,158.66,0.16,1.28,3.98,2.21,2.78,6.46,0.0
DE214310,0.4,0.21,1970-11-01,2020-12-31,71.648,2.3,153.18,0.06,1.27,7.9,2.03,37.59,7.58,0.0
DE214320,0.51,0.26,1969-11-01,2020-12-31,71.664,1.77,151.31,0.13,1.43,4.85,1.66,5.54,2.74,0.0
DE214330,0.57,0.29,1965-11-01,2020-12-31,78.809,1.63,163.3,0.18,1.51,2.24,1.73,1.35,3.17,0.0
DE214340,0.54,0.26,1970-11-01,2020-03-31,70.588,2.95,143.6,0.04,1.97,16.92,2.26,91.17,9.55,0.0
DE214350,1.11,0.55,1968-11-01,2020-12-31,74.523,2.68,200.0,0.19,3.27,0.73,1.48,33.02,5.13,0.0
DE214360,0.45,0.24,1966-11-01,2020-12-31,77.38199999999999,0.87,164.7,0.22,0.88,0.55,1.45,0.06,1.0,0.0
DE214370,0.87,0.36,1951-01-01,2020-12-31,98.572,1.84,153.01,0.23,2.37,3.21,1.62,4.64,4.94,0.0
DE214380,0.83,0.36,1951-01-01,2020-12-31,97.141,1.56,157.55,0.29,2.11,1.94,1.56,1.68,5.29,0.0
DE214400,0.48,0.27,1969-11-01,2020-12-31,72.841,1.26,167.46,0.19,1.08,2.72,1.7,0.5,5.0,0.0
DE214410,0.39,0.23,2008-05-14,2020-12-31,18.05,1.27,154.5,0.15,0.82,1.75,1.91,0.5,5.0,0.0
DE214420,0.47,0.25,1970-11-01,2020-12-31,71.66799999999999,1.41,160.39,0.15,1.13,2.69,1.48,1.29,4.2,0.0
DE214430,0.71,0.31,2001-01-01,2020-12-31,28.571,1.7,144.79,0.18,2.04,2.89,1.62,3.95,4.41,0.0
DE214440,1.04,0.44,1969-11-01,2020-12-31,73.095,0.7,168.06,0.63,1.73,0.02,1.0,3.95,4.41,0.0
DE214450,0.94,0.39,1951-01-01,2020-12-31,100.0,0.64,169.12,0.57,1.58,0.03,2.0,3.95,4.41,0.0
DE214460,0.89,0.36,1968-11-01,2020-12-31,74.523,0.88,163.33,0.48,1.73,0.14,1.4,3.95,4.41,0.0
DE214470,0.79,0.33,1951-01-01,2020-12-31,100.0,0.95,165.03,0.41,1.6,0.16,1.57,3.95,4.41,0.0
DE214480,0.83,0.34,1958-11-01,2020-12-31,88.81,0.58,176.49,0.55,1.22,0.11,1.17,3.95,4.41,0.0
DE214490,1.01,0.37,1976-11-01,2020-12-31,63.093999999999994,1.21,160.14,0.4,2.32,0.91,1.34,0.7,5.0,0.0
DE214500,0.54,0.24,1965-11-01,2020-12-31,78.809,1.67,164.04,0.16,1.33,2.56,1.68,1.2,9.29,0.0
DE214510,0.46,0.25,1970-11-01,2020-12-31,71.66799999999999,1.62,162.69,0.11,1.16,3.27,1.74,8.92,5.68,0.0
DE214520,0.46,0.25,1954-11-01,2020-12-31,94.524,1.55,162.03,0.12,1.09,4.15,1.93,7.94,6.29,0.0
DE214530,0.48,0.26,1970-11-01,2020-12-31,71.66799999999999,1.5,159.67,0.14,1.06,4.16,2.32,3.22,3.1,0.0
DE214540,0.63,0.31,1970-11-01,2020-12-31,71.66799999999999,2.36,147.27,0.1,2.22,10.51,2.21,42.26,6.16,0.0
DE214550,0.49,0.26,1967-11-01,2020-12-31,75.954,1.37,161.15,0.16,1.14,3.12,1.54,1.17,3.21,0.0
DE214560,0.45,0.23,1965-11-01,2020-12-31,78.809,1.39,157.61,0.15,1.14,4.22,1.95,1.19,2.06,0.0
DE214570,0.82,0.34,1951-01-01,2020-12-31,98.572,2.46,147.76,0.13,2.53,5.18,1.7,34.25,5.96,0.0
DE214580,0.69,0.31,1951-01-01,2020-12-31,100.0,2.25,149.9,0.13,2.04,5.39,1.8,20.54,3.57,0.0
DE214590,0.65,0.28,1958-11-01,2020-12-31,88.81,0.89,183.52,0.37,1.02,0.0,0.0,20.54,3.57,0.0
DE214600,0.88,0.4,2005-04-07,2020-12-31,22.481,0.76,162.2,0.48,1.6,0.0,0.0,20.54,3.57,0.0
DE214610,0.92,0.39,1956-11-01,2020-12-31,91.66499999999999,0.73,168.54,0.5,1.66,0.02,1.0,20.54,3.57,0.0
DE214630,0.77,0.31,1961-11-01,2020-12-31,84.524,0.65,172.64,0.47,1.27,0.03,1.0,20.54,3.57,0.0
DE214640,1.19,0.48,1958-11-01,2020-12-31,88.81,2.94,147.18,0.15,4.05,7.57,3.42,57.13,15.56,0.0
DE214650,1.13,0.44,1961-11-01,2020-12-31,83.096,0.56,181.38,0.76,1.63,0.0,0.0,57.13,15.56,0.0
DE214660,0.44,0.25,1980-04-16,2020-12-31,58.150999999999996,2.54,157.8,0.07,1.28,7.35,2.21,36.9,6.9,0.0
DE214670,0.45,0.25,1955-11-01,2020-12-31,90.715,2.03,160.98,0.1,1.22,4.55,2.1,17.73,10.77,0.0
DE214680,0.46,0.25,1968-11-01,2020-12-31,74.374,1.81,158.33,0.11,1.26,5.84,2.29,9.02,4.74,0.0
DE214690,0.46,0.25,1951-01-01,2020-12-31,100.0,1.88,157.25,0.11,1.37,4.39,2.97,9.91,4.78,0.0
DE214700,0.48,0.28,2009-12-03,2020-12-31,15.828000000000001,1.9,145.9,0.13,1.36,3.5,4.38,1.5,1.88,0.0
DE214710,0.56,0.29,1979-11-01,2020-12-31,58.804,1.7,150.8,0.13,1.68,8.48,1.77,13.25,8.55,0.0
DE214720,0.52,0.27,1951-01-01,2020-12-31,100.0,1.66,153.3,0.13,1.51,3.57,2.65,9.64,3.65,0.0
DE214730,0.64,0.3,1980-01-16,2020-12-31,58.51499999999999,2.17,146.05,0.11,2.3,13.62,2.51,25.5,5.02,0.0
DE214740,0.59,0.29,1966-11-01,2020-12-31,77.38199999999999,2.04,153.38,0.13,1.98,7.83,3.19,10.94,4.57,0.0
DE214750,0.52,0.28,1979-11-01,2020-12-31,58.741,2.24,147.65,0.11,1.46,6.5,2.0,16.12,4.92,0.0
DE214760,0.62,0.31,1967-11-01,2020-12-31,75.954,1.59,167.33,0.19,1.67,4.52,1.64,3.17,4.46,0.0
DE214770,0.5,0.27,1959-11-01,2020-12-31,87.383,1.85,163.97,0.11,1.27,2.52,1.54,12.42,5.73,0.0
DE214780,0.5,0.26,1984-11-01,2020-12-31,51.666000000000004,2.54,155.34,0.08,1.49,5.74,2.16,39.83,6.48,0.0
DE214790,0.45,0.25,1970-11-01,2020-12-31,71.66799999999999,1.45,166.02,0.16,1.03,2.53,1.59,3.63,13.69,0.0
DE214800,0.33,0.18,1975-11-01,2020-12-31,64.526,2.0,173.57,0.07,0.96,2.32,2.08,11.0,6.37,0.0
DE214810,0.24,0.15,1970-11-01,2020-12-31,71.66799999999999,1.76,169.41,0.06,0.6,1.16,1.78,10.49,6.59,0.0
DE214830,0.35,0.2,1977-11-01,2020-12-31,61.667,1.42,165.95,0.12,0.89,2.57,3.48,1.07,4.09,0.0
DE214840,0.37,0.21,1974-11-01,2020-12-31,65.95400000000001,1.44,165.93,0.14,0.88,0.98,3.38,1.36,3.05,0.0
DE214850,0.38,0.22,1969-11-01,2020-12-31,73.095,1.46,154.62,0.11,0.96,3.74,1.73,1.74,3.62,0.0
DE214860,0.69,0.35,1959-11-01,2020-12-31,87.383,2.25,150.47,0.15,2.11,4.08,2.61,10.3,7.72,0.0
DE214880,0.67,0.34,1951-01-01,2020-12-31,100.0,2.15,152.54,0.17,1.93,2.72,2.72,6.36,5.7,0.0
DE214890,0.67,0.33,1951-01-01,2020-12-31,100.0,2.1,151.3,0.16,1.99,3.57,3.46,8.67,6.8,0.0
DE214900,0.58,0.32,1990-03-16,2020-12-31,43.887,1.86,148.07,0.11,1.73,6.33,2.16,20.3,7.08,0.0
DE214910,1.12,0.46,1967-11-01,2020-12-31,75.954,2.71,145.87,0.17,3.85,9.21,2.31,45.88,10.75,0.0
DE214920,0.7,0.34,1967-11-01,2020-12-31,75.954,2.34,151.46,0.15,2.06,4.25,2.15,17.71,8.61,0.0
DE214930,0.63,0.3,1973-11-01,2020-12-31,67.381,1.98,145.3,0.13,1.96,7.48,2.41,18.24,16.13,0.0
DE214940,0.85,0.41,2001-09-01,2020-12-31,27.62,2.41,139.74,0.15,2.69,5.37,2.22,27.0,11.66,0.0
DE214950,1.46,0.51,1976-11-01,2020-12-31,63.093999999999994,3.18,139.16,0.14,5.3,11.05,2.18,79.16,10.01,0.0
DE214960,1.18,0.47,1954-11-01,2020-12-31,94.524,2.66,144.54,0.18,3.9,5.89,2.08,41.06,8.61,0.0
DE214970,0.4,0.22,1968-11-01,2020-12-31,74.523,2.02,153.24,0.08,1.13,4.67,1.95,18.78,7.66,0.0
DE214980,0.85,0.38,1981-11-01,2020-12-31,55.952999999999996,2.76,142.76,0.16,3.09,9.1,2.45,27.81,6.95,0.0
DE214990,0.87,0.39,1966-11-01,2020-12-31,77.38199999999999,2.87,140.51,0.13,2.69,10.79,2.08,52.32,9.7,0.0
DE215010,1.5,0.55,1953-11-01,2020-12-31,95.952,2.64,147.23,0.26,4.68,4.2,2.05,29.04,9.78,0.0
DE215020,1.09,0.43,1951-01-01,2020-12-31,100.0,2.46,150.06,0.21,3.15,2.54,2.22,21.13,8.68,0.0
DE215030,1.0,0.4,1958-11-01,2020-12-31,88.81,2.62,150.36,0.19,3.04,3.31,2.93,25.25,8.7,0.0
DE215040,1.25,0.44,1962-11-01,2020-12-31,83.096,2.51,150.98,0.25,3.69,3.37,4.8,21.74,5.06,0.0
DE215050,1.2,0.42,1953-11-01,2020-12-31,95.952,2.43,153.06,0.25,3.47,2.11,4.34,13.42,6.2,0.0
DE215060,0.99,0.38,1970-11-01,2020-12-31,71.66799999999999,2.69,156.43,0.19,3.04,4.55,4.46,20.41,6.33,0.0
DE215080,0.27,0.15,1982-11-29,2020-12-31,54.416,1.89,180.65,0.08,0.64,1.05,1.86,5.62,4.84,0.0
DE215090,0.7,0.33,1953-11-01,2020-12-31,95.952,1.85,149.45,0.17,1.93,6.76,1.87,11.09,5.23,0.0
DE215100,0.31,0.18,1964-11-01,2020-12-31,80.23700000000001,2.67,161.91,0.04,0.94,4.82,2.55,50.38,10.54,0.0
DE215110,0.59,0.29,1957-11-01,2020-12-31,90.238,1.63,162.44,0.19,1.56,2.82,1.75,0.6,2.64,0.0
DE215120,0.73,0.32,1951-01-01,2020-12-31,100.0,1.86,153.38,0.2,2.18,5.13,2.53,2.42,3.88,0.0
DE215140,0.84,0.33,1990-03-05,2020-12-31,44.039,2.1,164.43,0.23,2.33,1.87,4.31,3.1,7.15,0.0
DE215150,0.73,0.3,1951-01-01,2020-12-31,100.0,1.98,170.36,0.22,1.86,1.38,3.17,1.75,5.76,0.0
DE215160,0.8,0.32,1957-11-01,2020-12-31,90.238,1.91,161.58,0.22,2.2,1.84,1.65,4.68,5.58,0.0
DE215170,0.9,0.35,1986-11-01,2020-12-31,48.811,2.07,154.3,0.24,2.45,2.51,1.51,2.33,3.5,0.0
DE215180,0.86,0.35,1982-11-01,2020-12-31,54.525,1.76,158.49,0.28,2.22,1.38,1.42,0.7,5.2,0.0
DE215190,1.29,0.48,1951-01-01,2020-12-31,100.0,1.91,158.61,0.34,3.58,1.94,1.6,5.52,7.06,0.0
DE215220,1.24,0.52,1965-11-01,2020-12-31,78.809,1.85,153.74,0.33,3.35,3.43,1.78,4.24,4.67,0.0
DE215240,1.0,0.43,1970-11-01,2020-12-31,71.66799999999999,2.14,147.65,0.19,3.09,7.08,1.92,24.12,5.6,0.0
DE215270,1.3,0.5,1982-11-01,2020-12-31,54.525,2.38,144.97,0.2,3.97,6.3,1.86,31.84,8.6,0.0
DE215280,1.01,0.43,1959-11-01,2020-12-31,85.955,1.97,154.57,0.26,2.92,4.1,2.16,7.9,8.18,0.0
DE215340,1.29,0.52,1951-01-01,2020-12-31,97.14500000000001,2.36,149.8,0.24,4.07,5.79,2.51,23.09,6.12,0.0
DE410020,0.26,0.18,1975-11-01,2020-12-31,63.336999999999996,3.65,170.33,0.02,0.79,0.0,0.0,93.79,27.74,0.0
DE410030,0.25,0.16,1963-11-01,2020-12-31,75.954,2.52,160.76,0.05,0.81,5.62,7.02,30.3,8.76,0.0
DE410130,0.88,0.51,1996-11-01,2020-12-31,33.616,1.17,167.5,0.32,1.75,0.0,0.0,1.9,3.17,0.0
DE410140,0.36,0.2,1988-11-01,2020-12-31,45.952,2.02,148.29,0.08,0.98,1.03,2.29,17.23,9.71,0.0
DE410150,0.52,0.32,1975-11-01,2020-12-31,60.946999999999996,1.9,163.97,0.09,1.12,0.0,0.0,21.44,22.0,0.0
DE410160,0.42,0.22,1988-11-01,2020-12-31,44.243,2.17,149.43,0.06,1.09,1.29,2.77,33.11,8.35,0.0
DE410170,0.51,0.26,1988-11-01,2020-12-31,45.232,1.77,155.1,0.1,1.28,0.52,1.5,18.41,7.74,0.0
DE410180,0.09,0.05,1997-11-01,2020-12-31,32.376,0.68,166.0,0.04,0.14,0.0,0.0,18.41,7.74,0.0
DE410210,0.27,0.17,1955-11-01,2020-12-31,92.377,2.46,153.29,0.03,0.78,2.27,4.03,47.76,15.67,0.0
DE410230,0.13,0.08,1998-11-01,2020-12-31,31.668000000000003,2.78,139.62,0.0,0.36,2.52,4.82,73.42,20.29,0.07
DE410260,0.39,0.24,1969-11-01,2020-12-31,73.095,2.91,153.82,0.03,1.04,0.0,0.0,54.82,5.98,0.01
DE410610,0.33,0.21,1967-11-01,2020-12-31,74.527,2.67,148.14,0.02,0.78,0.08,4.0,57.3,25.58,0.02
DE410730,0.18,0.11,1970-11-01,2014-10-31,59.997,1.55,153.88,0.05,0.37,0.0,0.0,6.85,13.05,0.0
DE410790,0.15,0.08,1998-11-01,2020-10-31,30.002000000000002,1.9,151.68,0.02,0.39,0.58,1.83,21.37,16.92,0.01
DE410800,0.11,0.07,1987-11-01,2020-12-31,44.528,1.47,161.57,0.03,0.23,0.18,1.67,7.61,6.45,0.0
DE410810,0.21,0.13,1975-11-01,2020-12-31,64.526,1.5,151.55,0.05,0.47,0.09,4.0,16.73,9.95,0.0
DE410820,0.17,0.11,1973-11-01,2020-12-31,62.375,1.9,157.8,0.02,0.44,4.85,8.82,28.48,12.66,0.01
DE410830,0.16,0.1,1960-11-01,2020-12-31,84.524,1.78,148.82,0.03,0.34,0.09,2.5,19.3,10.09,0.01
DE410860,0.77,0.49,1985-11-01,2020-12-31,50.239,2.83,153.97,0.06,2.57,1.09,9.25,65.85,11.2,0.01
DE410910,0.22,0.14,1988-11-01,2020-12-31,45.823,2.9,172.57,0.02,0.57,0.0,0.0,52.16,46.03,0.0
DE410970,0.34,0.22,1987-11-01,2012-10-31,34.288999999999994,1.55,161.68,0.06,0.7,0.0,0.0,22.77,7.37,0.0
DE411020,0.07,0.05,1983-11-01,2020-12-31,50.235,2.57,156.55,0.01,0.21,2.58,3.27,50.61,19.65,0.02
DE411040,0.18,0.12,1969-11-01,2020-12-31,67.381,2.84,148.77,0.0,0.47,0.77,16.5,69.86,30.97,0.07
DE411060,0.54,0.35,1980-11-01,2014-10-31,47.141,2.48,162.61,0.0,2.22,20.48,39.69,146.0,94.29,0.34
DE411100,0.36,0.23,1993-11-01,2020-12-31,35.951,3.73,152.65,0.0,1.03,0.0,0.0,91.04,47.59,0.07
DE411150,0.14,0.09,1978-11-01,2020-10-31,54.291,2.86,176.09,0.0,0.42,6.54,19.08,101.51,75.6,0.18
DE411170,0.64,0.4,1987-11-01,2020-12-31,44.528,1.72,153.96,0.15,1.44,0.0,0.0,12.79,17.9,0.0
DE411180,0.27,0.16,1996-11-01,2018-10-31,29.998,2.49,169.26,0.03,0.77,2.05,2.29,48.58,12.31,0.0
DE411200,0.2,0.13,1983-11-01,2013-07-12,42.424,1.73,152.57,0.06,0.4,0.0,0.0,48.58,12.31,0.0
DE411220,0.38,0.25,1954-11-01,2020-12-31,94.524,1.78,148.32,0.07,0.8,0.0,0.0,21.08,16.12,0.0
DE411230,0.41,0.27,1967-11-01,2020-12-31,75.954,2.23,145.31,0.08,0.93,0.0,0.0,24.33,14.38,0.0
DE411240,0.4,0.26,1954-11-01,2018-12-31,91.66499999999999,1.61,148.6,0.08,0.83,0.0,0.0,16.86,13.44,0.0
DE411270,0.27,0.17,2008-11-01,2020-12-31,17.381,2.1,147.09,0.06,0.61,0.0,0.0,8.09,6.85,0.0
DE411280,0.24,0.15,1962-11-01,2020-12-31,79.65,0.8,164.17,0.13,0.37,0.0,0.0,8.09,6.85,0.0
DE411290,0.24,0.15,1969-02-01,2019-12-31,72.732,1.34,148.32,0.07,0.46,0.0,0.0,8.1,10.38,0.0
DE411300,0.23,0.15,1969-02-01,2020-12-31,74.163,1.4,148.18,0.06,0.45,0.0,0.0,9.41,11.16,0.0
DE411310,0.41,0.24,1964-11-01,2000-10-31,51.428,0.37,178.11,0.32,0.5,0.0,0.0,9.41,11.16,0.0
DE411320,0.18,0.11,1962-01-01,2020-12-31,84.285,2.1,140.22,0.02,0.41,0.03,1.0,36.43,19.04,0.01
DE411340,0.33,0.22,1992-11-01,2008-02-29,21.898,1.68,148.43,0.06,0.69,0.0,0.0,19.79,7.49,0.0
DE411350,0.33,0.21,1992-11-01,2020-12-31,40.238,2.03,142.85,0.07,0.69,0.0,0.0,14.96,19.24,0.0
DE411390,0.24,0.16,1962-02-01,2008-10-31,66.783,1.62,150.07,0.04,0.5,0.0,0.0,19.24,17.02,0.0
DE411400,0.24,0.15,1962-02-01,2020-12-31,84.164,1.7,148.34,0.04,0.49,0.0,0.0,23.33,18.79,0.01
DE411410,0.16,0.1,1981-11-01,2020-12-31,55.952999999999996,0.99,162.95,0.07,0.24,0.0,0.0,4.58,12.43,0.0
DE411440,0.32,0.21,1992-11-01,2020-12-31,40.238,2.02,142.85,0.06,0.67,0.0,0.0,20.89,15.24,0.0
DE411720,0.25,0.15,2004-11-01,2020-12-31,23.095,2.0,144.13,0.05,0.55,0.0,0.0,13.4,6.7,0.0
DE411730,0.39,0.24,1980-11-01,2020-12-31,57.379999999999995,1.09,165.64,0.18,0.7,0.0,0.0,1.03,6.67,0.0
DE411750,0.37,0.23,1979-11-01,2020-12-31,58.812,1.95,153.25,0.11,0.93,0.08,3.0,4.9,17.82,0.0
DE411760,0.38,0.24,1980-11-01,2020-12-31,54.521,1.62,151.28,0.11,0.84,0.03,1.0,7.03,12.05,0.0
DE411770,0.43,0.26,1990-11-01,2020-12-31,43.097,1.36,155.72,0.17,0.84,0.0,0.0,1.31,4.75,0.0
DE411790,0.3,0.18,2004-11-01,2020-12-31,23.095,1.76,145.67,0.08,0.64,0.0,0.0,11.47,7.48,0.0
DE411810,0.56,0.35,1981-11-01,2020-12-31,55.952999999999996,1.1,152.29,0.26,1.07,0.03,1.0,0.08,3.0,0.0
DE411850,0.4,0.25,2010-11-01,2020-12-31,14.526,1.86,143.22,0.09,0.9,0.0,0.0,11.89,5.63,0.0
DE411920,0.36,0.22,2008-11-01,2020-12-31,17.381,2.33,134.09,0.04,0.9,0.0,0.0,41.0,18.04,0.0
DE411940,0.35,0.22,1975-11-01,2020-12-31,60.239,2.7,142.68,0.03,0.97,0.5,3.33,60.53,29.89,0.01
DE411970,0.49,0.29,1995-11-01,2020-12-31,35.955,1.65,150.79,0.16,1.15,0.04,1.0,0.29,1.75,0.0
DE412000,0.5,0.3,1977-11-01,2020-12-31,61.667,1.55,153.4,0.16,1.19,0.45,1.73,1.29,6.0,0.0
DE412010,0.43,0.25,1997-11-01,2020-12-31,33.096,1.64,148.73,0.15,1.01,0.41,1.29,1.41,7.75,0.0
DE412020,0.35,0.21,1999-11-01,2020-12-31,30.241,1.76,144.6,0.09,0.9,1.1,1.83,4.45,11.12,0.0
DE412050,0.39,0.23,1979-11-01,2020-12-31,58.812,1.47,152.57,0.12,0.91,1.0,1.29,3.02,12.1,0.0
DE412060,0.32,0.19,2005-11-01,2020-12-31,21.668000000000003,1.42,149.07,0.09,0.77,0.43,1.0,6.64,9.3,0.0
DE412070,0.4,0.24,1998-11-01,2020-12-31,31.668000000000003,1.34,153.19,0.17,0.83,0.33,1.17,0.48,2.0,0.0
DE412080,0.37,0.22,2002-11-01,2020-12-31,25.954,2.03,144.24,0.07,0.94,0.18,1.0,21.12,18.89,0.0
DE412090,0.42,0.25,1955-11-01,2020-12-31,91.669,2.03,147.29,0.07,1.06,0.32,2.86,25.06,10.36,0.0
DE412200,0.34,0.19,1977-11-01,2020-12-31,61.667,1.14,170.86,0.14,0.69,0.0,0.0,0.05,2.0,0.0
DE412210,0.24,0.13,1984-11-01,2020-12-31,51.666000000000004,2.21,162.2,0.02,0.56,0.54,3.17,30.06,16.18,0.01
DE412220,0.24,0.14,1977-11-01,2020-12-31,61.667,2.22,147.26,0.03,0.67,0.43,2.0,29.21,14.44,0.01
DE412230,0.13,0.07,1999-11-01,2020-12-31,28.176000000000002,1.7,157.71,0.03,0.26,0.0,0.0,10.88,7.71,0.0
DE412240,0.18,0.1,1996-11-01,2020-12-31,34.011,1.08,153.82,0.07,0.3,0.0,0.0,1.68,4.11,0.0
DE412260,0.35,0.21,1965-01-01,2020-12-31,78.849,1.0,171.09,0.15,0.63,0.0,0.0,0.59,2.91,0.0
DE412270,0.37,0.25,1988-11-01,2020-12-31,45.952,1.19,160.58,0.15,0.77,0.0,0.0,0.59,2.91,0.0
DE412310,0.31,0.2,1992-11-01,2020-12-31,40.238,2.26,142.56,0.05,0.69,0.0,0.0,29.55,10.78,0.0
DE412320,0.24,0.16,1983-11-01,2020-12-31,53.098,1.89,148.39,0.06,0.51,0.0,0.0,4.0,8.47,0.0
DE710000,0.69,0.32,1980-11-01,2020-12-31,57.379999999999995,2.29,154.0,0.16,2.01,3.23,2.14,7.62,6.19,0.0
DE710010,0.71,0.35,1967-11-01,2020-12-31,75.954,1.68,145.98,0.22,2.2,8.17,2.0,0.69,4.5,0.0
DE710020,0.84,0.41,1976-11-01,2020-12-31,63.093999999999994,1.65,143.49,0.24,2.69,8.46,2.04,0.07,1.5,0.0
DE710030,1.12,0.45,1962-11-01,2020-12-31,83.096,2.84,135.96,0.14,3.82,9.6,2.99,60.89,6.73,0.0
DE710040,1.84,0.6,1959-11-01,2020-12-31,87.383,3.02,130.1,0.16,6.72,12.68,3.12,76.25,12.04,0.0
DE710050,0.81,0.38,1967-11-01,2020-12-31,75.954,2.1,147.52,0.19,2.48,4.46,2.39,9.54,4.47,0.0
DE710060,0.62,0.31,1987-11-01,2020-12-31,47.382999999999996,2.37,149.16,0.13,1.83,3.78,2.95,18.03,4.81,0.0
DE710070,1.06,0.4,1964-11-01,2020-12-31,80.221,3.33,132.75,0.12,3.9,17.33,2.57,86.47,10.27,0.0
DE710080,1.12,0.42,1965-11-01,2020-12-31,78.809,3.03,131.65,0.15,4.11,15.8,2.58,70.57,9.07,0.0
DE710090,0.55,0.27,1955-11-01,2020-12-31,93.097,1.92,147.2,0.15,1.69,1.25,2.5,2.5,6.96,0.0
DE710100,0.57,0.3,1959-11-01,2020-12-31,87.383,1.38,152.7,0.21,1.46,1.83,2.0,0.22,1.44,0.0
DE710110,0.84,0.32,1969-11-01,2020-12-31,73.095,1.34,170.16,0.29,1.82,0.6,1.25,1.24,2.95,0.0
DE710120,1.52,0.53,1951-01-01,2020-12-31,100.0,3.23,129.81,0.1,5.63,13.75,3.3,90.46,11.43,0.0
DE710130,0.82,0.38,1969-11-01,2020-12-31,72.798,2.1,152.92,0.2,2.22,2.33,2.07,6.78,4.43,0.0
DE710150,0.54,0.28,1976-11-01,2020-12-31,63.093999999999994,1.35,163.93,0.25,1.15,0.72,1.29,0.19,4.0,0.0
DE710160,1.08,0.4,1993-11-01,2020-12-31,38.81,3.84,127.88,0.03,4.31,19.46,3.64,118.22,11.91,0.0
DE710170,0.46,0.25,1960-11-01,2020-12-31,85.951,1.75,151.93,0.13,1.41,2.86,2.73,4.54,9.93,0.0
DE710180,0.91,0.38,1962-11-01,2020-12-31,83.096,1.94,138.75,0.23,2.98,7.82,1.84,2.79,4.82,0.0
DE710190,1.25,0.5,1953-11-01,2020-12-31,95.952,3.42,132.64,0.08,4.6,13.5,3.47,93.21,14.31,0.0
DE710200,1.43,0.51,1951-11-01,2020-12-31,98.811,3.15,134.09,0.13,5.35,13.94,3.18,82.62,10.21,0.0
DE710210,1.41,0.48,1971-11-01,2020-12-31,70.24000000000001,3.33,129.02,0.11,5.33,15.08,3.79,98.06,9.36,0.0
DE710220,1.02,0.42,1987-11-01,2020-12-31,47.382999999999996,2.51,134.38,0.16,3.53,12.22,2.27,44.91,6.59,0.0
DE710230,0.71,0.3,1955-11-01,2020-12-31,91.669,1.63,166.05,0.23,1.64,0.35,1.38,0.76,3.62,0.0
DE710240,0.44,0.23,1961-11-01,2020-12-31,84.524,1.57,166.91,0.13,1.11,1.67,1.52,1.17,4.25,0.0
DE710250,1.22,0.42,1964-11-01,2020-12-31,80.23700000000001,4.23,130.22,0.05,4.73,25.53,3.67,122.07,12.46,0.0
DE710260,0.66,0.3,1955-11-01,2020-12-31,91.66499999999999,2.26,152.82,0.14,2.05,4.79,2.38,16.4,5.47,0.0
DE710270,0.8,0.37,1951-01-01,2020-12-31,100.0,3.0,146.86,0.09,2.74,7.75,3.22,64.81,9.22,0.0
DE710280,0.9,0.38,1959-11-01,2020-12-31,87.383,3.33,132.9,0.07,3.48,17.15,3.94,96.18,9.4,0.0
DE710290,1.19,0.41,1959-11-01,2020-12-31,87.383,2.16,151.78,0.25,3.35,3.2,1.78,15.53,6.43,0.0
DE710300,1.21,0.47,1957-11-01,2020-12-31,90.238,4.48,133.03,0.05,4.68,22.37,3.74,131.34,17.55,0.01
DE710310,0.51,0.26,1961-11-01,2020-12-31,84.524,2.17,152.14,0.1,1.58,6.1,2.57,19.33,4.96,0.0
DE710320,1.09,0.46,1965-11-01,2020-12-31,78.809,1.72,164.0,0.34,3.0,0.54,2.9,3.13,6.5,0.0
DE710330,1.03,0.41,1988-11-01,2020-12-31,45.952,2.24,137.16,0.27,3.19,5.81,2.9,0.84,2.89,0.0
DE710340,0.73,0.37,1959-11-01,2020-12-31,87.383,1.8,150.5,0.2,1.97,2.95,1.88,4.37,4.68,0.0
DE710350,0.8,0.31,1974-04-01,2020-12-31,66.791,1.9,156.52,0.2,2.18,2.67,1.76,6.72,5.24,0.0
DE710360,0.69,0.34,1973-11-01,2020-12-31,67.381,1.6,144.74,0.23,2.03,3.54,2.4,6.72,5.24,0.0
DE710370,1.29,0.5,1955-11-01,2020-12-31,93.038,2.34,149.92,0.24,3.87,3.94,1.62,22.8,7.15,0.0
DE710380,1.34,0.47,1957-11-01,2020-12-31,90.238,2.99,133.5,0.1,4.75,11.97,3.57,77.53,12.45,0.0
DE710390,0.71,0.29,1965-11-01,2020-12-31,78.809,1.91,149.02,0.17,2.05,3.52,1.83,11.3,8.03,0.0
DE710400,0.93,0.36,1958-11-01,2020-12-31,88.81,1.56,161.95,0.33,2.37,1.18,1.67,11.3,8.03,0.0
DE710410,0.9,0.37,1956-11-01,2020-12-31,91.66499999999999,2.14,143.43,0.23,2.84,3.14,2.64,8.16,6.76,0.0
